name,Base Note,Department,Heart/Middle Note,link,Scents/Notes,Size,Top Note,price,concentration
Nabeel Arab Tradition,"leather, black suede, wood, amber",Unisex,"oliban, jasmine",https://www.noon.com/uae-en/arab-tradition-edp-100ml/N38711942A/p?o=e6aab50d1569e6cf,Woody,100ml,,30.75,EDP
Nabeel Arabian Musk,"tonka bean, oud, mosses, animal notes, musk, sandalwood, patchouli, amber, vanilla, floral",Unisex,"benzoin resinoid, vanilla berries, jasmine, rose, leather",https://www.noon.com/uae-en/arabian-musk-edp-100ml/N11203434A/p?o=fdb9d8039a6cc91c,,100ml,"styrax, blackcurrant, strawberry, raspberry, cherry, plum, mandarin",245.1,EDP
Nabeel Aseer Al Shawq BronzeSpray,"sandalwood, cedarwood, nagarmotha, patchouli, oud, vanilla, tonka, ambergris, white musk, gurjum balsam",Unisex,"lavender, iris, jasmin, orchid, carnation, rose, geranium, cyclamen, ylang",https://www.noon.com/uae-en/aseer-al-shawq-bronze-edp-spray-80ml/N11203422A/p?o=a0339c8629a06ece,Woody,80ml,"lime, lemon, bergamot, plum, pink pepper, saffron",64.7,EDP
Nabeel Bergamot Spray Perfume,"mosses, vetiver, amber, sandalwood",Unisex,"basil, mint, lavandin, rose, jasmine, cedarwood, sandal, patchouli, rose centifolia",https://www.noon.com/uae-en/bergamot-spray-perfume-edp-100ml/N11203435A/p?o=5ca22da542ff32b1,Sandalwood,100ml,"bergamot, rosemary, green notes, neroli, orange flowers, citrus note, petitgrain, mandarin, tobacco",285.55,EDP
Nabeel Black O Man,"white musk, leather, patchouli, cedar, tonka bean",Men,"rose, gardenia, nutmeg, mint",https://www.noon.com/uae-en/black-o-man-edp-75ml/N38711936A/p?o=f2e0d1f1d825aeec,Floral,75ml,,49.95,EDP
Nabeel Creation No.Pour Femme,"vetiver, vanilla, amber, musk",Women,"rose damascena, jasmine ylang-ylang, iris",https://www.noon.com/uae-en/creation-no-55-pour-femme-edp-50ml/N38711949A/p?o=eba752aa2f9218ed,,50ml,,89.7,EDP
Nabeel Dahn Al Oud Amiri,"labdanum, vanilla, amber",Unisex,"leather, patchouli, gaiac",https://www.noon.com/uae-en/dahn-al-oud-amiri-edp-100ml/N38711943A/p?o=d9ce1322e9d5070c,Oriental,100ml,,33.95,EDP
Nabeel Dahn Al Oud,"patchouli, agarwood, oud, mysore sandalwood, benzoin, musk",Unisex,"rose damascena, jasmine, ylang-ylang",https://www.noon.com/uae-en/dahn-al-oud-edp-100ml/N38711944A/p?o=e9fc5f9af389446b,Woody,100ml,,33.95,EDP
Nabeel Dastoor,patchouli,Unisex,"oriental, ambery",https://www.noon.com/uae-en/dastoor-edp-80ml/N11203425A/p?o=8afbddd77446b095,,80ml,"bouquet of roses, oudh",383.6,EDP
Nabeel Desert Oud,"vetiver, suede, sandalwood, cedarwood, patchouli, treemoss, musk, vanilla, tonka, caramel, leather",Unisex,"clary sage, amber, marine note, lavender, rose, gardenia, jasmine, orchid, cyclamen, saffron, styrax, sweet notes",https://www.noon.com/uae-en/desert-oud-edp-100ml/N38711951A/p?o=fba78ec67a0aa58e,,100ml,,78.4,EDP
Nabeel Ghershoob Spray Perfume,"guaiacwood, nagarmotha, agarwood, amber, musk",Unisex,"saffron, oleoresin",https://www.noon.com/uae-en/ghershoob-spray-perfume-50ml/N11203416A/p?o=cce6d68960ffb2bc,,50ml,"rose, geranium, incense",50.0,EDP
Nabeel Gold Spray,"vanilla, musk",Unisex,"tonka, sandalwood, peony",https://www.noon.com/uae-en/gold-24k-eau-de-parfum-spray-100ml/N35314682A/p?o=eb2ec2846fe47abf,,100ml,"orange, apricot, muguet",39.95,EDP
Nabeel Habibi Daeeman,"agarwood, vetiver, patchouli, sandalwood, cedarwood, benzoin siam, tonka, white musk, ambergris, leather, styrax, vanilla",Unisex,"rose, jasmine, lily of the valley, ylang-ylang, iris, orchid, bouquet of white flower: tuberose, orange blossom, violet, hyacinth",https://www.noon.com/uae-en/habibi-daeeman-edp-100ml/N38711946A/p?o=d11884d3a1f1dc6e,Spicy,100ml,,54.7,EDP
Nabeel Hala Bil Khamis,"oudh, violet, cedarwood, sandalwood, guaiacwood, patchouli, ambergris, white musk, vanilla, amber, castoreum, oakmoss",Unisex,"saffron, musk, rose, magnolia, jasmine, lily of the valley, sandal, cypriol, benzoin resinoid",https://www.noon.com/uae-en/hala-bil-khamis-edp-100ml/N38711952A/p?o=b97d6f68e1bddd1a,,100ml,,78.1,EDP
Nabeel Haya Pour Femme,"cashmere wood, ambregris, sandalwood, vanilla, amber, cedar, musk, leather",Women,"heliotrope, honey, cedarwood, artemisia, iris, incense",https://www.noon.com/uae-en/haya-pour-femme-edp-80ml/N11200917A/p?o=b613615792b0632d,,80ml,"neroli, orange flower absolute, jasmine, lemon, chamomile, apricot",30.0,EDP
Nabeel Khamis Anis,"caramelised sugar, benzoin resinoid, castoreum, cedarwood, vetiver, sandalwood, frankincense, tonka, musk, amber, incense, white musk, tree moss",Unisex,"oud, vanilla berries, cypriol, patchouli, sandal, jasmine, rose, lily of the valley, carnation, orchid, tuberose, ylang-ylang, violet leaves, vanilla, cyclamen, coriander",https://www.noon.com/uae-en/khamis-anis-edp-100ml/N38711940A/p?o=edfc2e1dcc7c11cb,Floral,100ml,,39.9,EDP
Nabeel Makh Mikh,"amber, musk, vanilla, oakmoss, patchouli",Unisex,"geranium, gurjum, cedar",https://www.noon.com/uae-en/makh-mikh-edp-100ml/N38711953A/p?o=f8ad7aac02fd810f,Aromatic,100ml,,66.95,EDP
Nabeel Marble,"musk , leather",Men,"oud, coriander, amyris",https://www.noon.com/uae-en/marble-edp-80ml/N29748881A/p?o=b1f41038e597a42c,Citrus,80ml,"lemon, bergamot",118.0,EDP
Nabeel Nasaem,"cedar wood, guaiac wood, agar wood, sandal wood, patchouli, nagarmotha, white musk, tonka, ambergris",Unisex,"orchid, rose, geranium, jasmine, lily of the valley, iris",https://www.noon.com/uae-en/nasaem-edp-50ml/N29748821A/p?o=a866d59e27fd448b,,50ml,"aldehyde, pineapple, plum, terragon, lime, bergamot, saffron",69.95,EDP
Nabeel Oody Woody,"cedarwood, sandalwood, guaiacwood, patchouli, ambergris, white musk, vanilla",Unisex,"rose, magnolia, jasmine, lily of the valley",https://www.noon.com/uae-en/oody-woody-edp-100ml/N38711938A/p?o=e6324cf1e28355db,Woody,100ml,,41.8,EDP
Nabeel Oud Al Salmiya,"amber, vetiver, patchouli",Unisex,"jasmine, violet, moss",https://www.noon.com/uae-en/oud-al-salmiya-edp-80ml/N11203423A/p?o=9433607b320ecad2,Floral,80ml,"rose, elemi, geranium",659.0,EDP
Nabeel Rose Spray Perfume,"rose wax, dry woods, musk",Unisex,"tuberose, lily, rose taif, geranium, vetiver, clove, amber",https://www.noon.com/uae-en/rose-spray-perfume-100ml/N11203432A/p?o=a57c1a15ae21e18e,Floral,100ml,"rose, white flowers, floral, woody, green, aldehydic, rose petal",240.0,EDP
Nabeel Shahrezad,"cinnamon, powdery, animalic, musky, earthy, amber, sweet, sandal, guaiacwood, leather",Unisex,"floral, rose, geranium, rosewood, honey, jasmine, herbal, green, mossy, oudh",https://www.noon.com/uae-en/shahrezad-edp-80ml/N11203426A/p?o=e291782f89019c5a,,80ml,"aldehyde, sandalwood, tobacco, incense, saffron, spicy, woody, apple, ginger, agarwood, fruity, oriental",199.0,EDP
Nabeel Touch Maroon,"vanilla, white musk",Unisex,"rose, patchouli, sandalwood",https://www.noon.com/uae-en/touch-maroon-edp-80ml/N11203438A/p?o=cb2e8d748492a36c,Citrus,80ml,"lemon, orange, jasmine",82.9,EDP
Nabeel Ya Roohi,"vetiver, vanilla, musk, amber, tonka bean, sandal, oakmoss, leather, animal notes, gurjum balm, precious woods, sandalwood",Unisex,"patchouli, caramel, oud, rose, jasmine, cedarwood, ylang-ylang, lily of the valley, honey, cananga, spicy notes, violet, marine",https://www.noon.com/uae-en/ya-roohi-edp-100ml/N35314683A/p?o=af43443376fda0bd,Arabian,100ml,"lavender, cypriol, labdanum, saffron, bergamot, grapefruit, cardamom, rose damascene, white flowers, tagete, oriental notes, rose wood, lemon, orange, cloves",39.95,EDP
Nasomatto Baraonda,"white cedar, sandalwood, amber",Women,"woody notes, spices",https://www.noon.com/uae-en/baraonda-edp-30ml/N12582232A/p?o=a5354948779f524d,Floral,30ml,"bergamot, lemon",429.0,EDP
Nasomatto Black Afgano,"agar wood, frankincense",Men,"resin, tobacco, woody notes",https://www.noon.com/uae-en/black-afgano-edp-30ml/N11201734A/p?o=a2cd3a98d7da3e3b,,30ml,"cannabis, green notes",400.05,EDP
Nasomatto China White,,Unisex,,https://www.noon.com/uae-en/china-white-edp-30ml/N23102517A/p?o=c4e186f41b2f995b,Floral,30ml,"floral notes, woodsy notes, rose, musk, powdery notes",321.0,EDP
Nasomatto China White,,Women,bottle with a shiny white cap,https://www.noon.com/uae-en/china-white-edp-30ml/N11805414A/p?o=c28410ae79802a2a,Floral,30ml,"fresh flowers, woody accords",348.65,EDP
Nasomatto Pardon,"agarwood, sandalwood",Men,extrait de parfumlongevity,https://www.noon.com/uae-en/pardon-edp-30ml/N11805411A/p?o=a4ca72df7101f3dc,Arabian,30ml,magnolia flowers,350.0,EDP
Nasomatto Pardon Extrait,"agarwood, sandalwood",Men,"dark chocolate, tonka bean, cinnamon",https://www.noon.com/uae-en/pardon-extrait-parfum-30ml/N37568328A/p?o=af4f0744992bd25c,Woody,30ml,,450.0,Parfum
Nasomatto Pardon,"agarwood(oud), sandalwood",Unisex,"dark chocolate, tonka bean, cinnamon",https://www.noon.com/uae-en/pardon-parfum-30ml/N23102546A/p?o=b22727f73c9f885f,Arabian,30ml,"magnolia, flowers",420.0,Parfum
Nicolai Parfumeur Createur Musc Intense,"musk, white musk",Women,"carnation, violet, clove, jasmine, rose",https://www.noon.com/uae-en/musc-intense-edp-100ml/N23105252A/p?o=eb7c7b72be27b57e,Woody,100ml,"turkish rose, pear",555.0,EDP
Nishane Florane,"hinoki, musk, vanilla",Unisex,"violet, lily of the valley, jasmine, amber",https://www.noon.com/uae-en/florane-edp-100ml/N34132930A/p?o=dfebd46ff9b9063b,Vanilla,100ml,"grapefruit, black currant",347.5,EDP
Nishane Hacivat,"light woods, oakmoss, oakmoss, timber wood",Women,"jasmine, patchouli, cedar wood",https://www.noon.com/uae-en/hacivat-edp-100ml/N34132931A/p?o=b2079c4cb5e6fdce,,100ml,"bergamot, pineapple, grapes",554.0,EDP
Nishane Hacivat,"light woods, oakmoss, oakmoss, timber wood",Women,"jasmine, patchouli, cedar wood.",https://www.noon.com/uae-en/hacivat-edp-50ml/N34160082A/p?o=f30ec261c4ef4bcd,,50ml,"bergamot, pineapple, grapes.",372.05,EDP
Nishane Hundred Silent Ways,"vanilla, sandalwood, vetiver",Unisex,"gelsomino, gardenia, iris",https://www.noon.com/uae-en/hundred-silent-ways-edp-50ml/N34132933A/p?o=f47170cf8d0239ac,,50ml,"mandarin orange, tuberose, peach",350.15,EDP
Nishane Musiqa Oud,"oakmoss, sandalwood, guaiac wood",Unisex,"agarwood, saffron, amber",https://www.noon.com/uae-en/musiqa-oud-edp-50ml/N11075740A/p?o=fb26a140b127722c,,50ml,"grapefruit, amyris, cypriol oil or nagarmotha",390.0,EDP
Nishane Muskane,"musk, vanilla",Unisex,"ose, violet, amber",https://www.noon.com/uae-en/muskane-edp-100ml/N34132934A/p?o=c659d30eec7627ff,Musk,100ml,raspberry,377.65,EDP
Nishane Pasion Choco,"vanilla, benzoin, patchouli, black musk",Unisex,"dark chocolate, lime, orchid, coriander",https://www.noon.com/uae-en/pasion-choco-edp-50ml/N11075746A/p?o=ff3abb9b4e795f9b,Arabian,50ml,"passionfruit, coffee, grapefruit",489.0,EDP
Nishane Patchuli Kozha,"leather, honey, incense",Unisex,"patchouli, black pepper",https://www.noon.com/uae-en/patchuli-kozha-edp-50ml/N11075750A/p?o=add94542a67dac1d,Woody,50ml,"hyacinth, ylang-ylang, artemisia, chamomile",355.8,EDP
Nishane Zenne,vanilla - ambergris - musk,Unisex,turkish rose - gardenia - gardenia - sandalwood,https://www.noon.com/uae-en/zenne-edp-50ml/N23426529A/p?o=d1bb674f1ca45c0f,Fruity,50ml,grapefruit - blackcurrant - rhubarb,344.8,EDP
Nishane Zenne Extrait,,Unisex,,https://www.noon.com/uae-en/zenne-extrait-de-parfum-1-7ounce/N36647046A/p?o=d9c296831c7d112b,Floral,1.7ounce,"grapefruit, rhubarb,, blackcurrant",439.95,EDP
Nissan,"mint, kumquat",Men,"white woods, clear amber",https://www.noon.com/uae-en/350z-edp-100ml/N36551090A/p?o=f3743bd0023f4f6c,Floral,100ml,,59.0,EDP
Nissan Gtr,"praline, leather, precious woods",Men,"pineapple, cinnamon, apple-saffron",https://www.noon.com/uae-en/gtr-edp-100ml/N36551094A/p?o=ec3425679f8da20c,Fruity,100ml,,55.5,EDP
Nissan Patrol,"aromatic, refreshing fragrance notes",Men,"ocean, lavender",https://www.noon.com/uae-en/patrol-edp-100ml/N36551096A/p?o=c83dd746200f45be,Floral,100ml,,52.0,EDP
Niya Amber Musk (Zest),"ambroxan, labdanum, cedarwood",Men,"lavender, geranium, pepper, pink pepper, vetiver, patchouli",https://www.noon.com/uae-en/amber-musk-zest-edp-100ml/N22879416A/p?o=c205258e0bac5a8d,Woody,100ml,,45.0,EDP
Niya Azure Amber,"oakmoss, dry amber, musk",Men,"clary sage, vetiver",https://www.noon.com/uae-en/azure-amber-edp-100ml/N26667252A/p?o=d6e50b413f49da2c,,100ml,,45.0,EDP
Niya Cedar Oud Tester,"vanilla, cedarwood, labdanum, musk",Unisex,"oud, dry amber, patchouli",https://www.noon.com/uae-en/cedar-oud-tester-2ml/N45308879A/p?o=ccfc4af6db5f7c8e,Spicy,2ml,,5.0,EDP
Niya Gardenia Rose,"sandalwood, musk",Women,"peony, gardenia, rose",https://www.noon.com/uae-en/gardenia-rose-edp-100ml-100ml/N26667249A/p?o=eeaa6b018b97716d,,100ml,,45.0,EDP
Niya Havana,"sandalwood, cedarwood, musk, amber, vanilla, tobacco",Men,"ginger, orange blossom, cardamon",https://www.noon.com/uae-en/havana-edp-100ml/N22879417A/p?o=c4a3846e1244c89b,Spicy,100ml,,45.0,EDP
Niya Himalayan Jasmine (Intention),"vanilla, white musk",Women,"jasmine, osmanthus, peach, apricot",https://www.noon.com/uae-en/himalayan-jasmine-intention-edp-100ml/N22879411A/p?o=b213ff5f8432285f,Floral,100ml,,45.0,EDP
Niya Intense Floral (Island),"patchouli, vanilla",Women,"caramel, biscuit, orange blossom, heliotrope",https://www.noon.com/uae-en/intense-floral-island-edp-100ml/N22879346A/p?o=cba7a6c75f87fa0d,Floral,100ml,,45.0,EDP
Niya Leather Oud Tester,"vetyver, leather, oakmoss",Unisex,"orris, suede, praline",https://www.noon.com/uae-en/leather-oud-tester-2ml/N45308878A/p?o=d3499c7db38ca12b,Spicy,2ml,,5.0,EDP
Niya Maison Sandalwood Tester,"sandalwood, vanilla, musk",Unisex,"muguet, violet, tuberose",https://www.noon.com/uae-en/maison-sandalwood-tester-2ml/N45308877A/p?o=f6a2f436cce37f3e,Woody,2ml,,5.0,EDP
Niya Midnight Spring Tester,"cashmere wood, vanilla, musk",Unisex,"tuberose, freesia",https://www.noon.com/uae-en/midnight-spring-tester-2ml/N45308881A/p?o=e76ff80a01e66cab,Floral,2ml,,5.0,EDP
Niya Mocha Mahogany (Mocha),"vetiver, white leather, cedarwood, musk",Men,"orris, coffee",https://www.noon.com/uae-en/mocha-mahogany-mocha-edp-100ml/N22879418A/p?o=ec5ae3086c3c027c,Woody,100ml,,45.0,EDP
Niya Ocean Breeze,"cedarwood, amber, musk",Women,"white rose, jasmine",https://www.noon.com/uae-en/ocean-breeze-edp-100ml/N22879413A/p?o=a5345f77c411e0de,Fresh,100ml,,45.0,EDP
Niya Oriental Night (Emerald),"patchouli, labdanum, amber/musk, vanilla milk",Men,"rose/iris, raspberry, peach. precious wood",https://www.noon.com/uae-en/oriental-night-emerald-edp-100ml/N22879412A/p?o=bc2874c493fed3bf,Fresh,100ml,,45.0,EDP
Niya Oud Aura,"vanilla, tonka bean, amber",Men,"sandalwood, vetiver, oud",https://www.noon.com/uae-en/oud-aura-edp-100ml/N22879415A/p?o=f1fef7a8c275c88b,Woody,100ml,,45.0,EDP
Niya Prive Cedar Oud,"vanilla, cedarwood, labdanum, musk",Men,"oud, dry amber, patchouli",https://www.noon.com/uae-en/prive-cedar-oud-100ml/N26667256A/p?o=e917616d10641f3e,Spicy,100ml,,99.0,EDP
Niya Prive Dark Santal,"suede, musk, vanilla",Men,"patchouli, sandalwood",https://www.noon.com/uae-en/prive-dark-santal-edp-100ml/N26667253A/p?o=fb173f158658f73f,Woody,100ml,,99.0,EDP
Niya Prive Midnight Spring,"cashmere wood, vanilla, musk",Women,"tuberose, freesia",https://www.noon.com/uae-en/prive-midnight-spring-edp-100ml/N26667258A/p?o=e22bae037befe27c,Floral,100ml,,99.0,EDP
Niya Prive Royal Amber,"vanilla, oakmoss, dry amber",Men,"patchouli, sandalwood, ylang",https://www.noon.com/uae-en/prive-royal-amber-edp-100ml/N26667257A/p?o=b00898cafbb2beee,Spicy,100ml,,99.0,EDP
Niya Rose Oud (Cayenne),"vanilla, sandalwood, dry wood/leather, patchouli/labdanum",Women,"geranium, saffron, incense, cinnamon",https://www.noon.com/uae-en/rose-oud-cayenne-edp-100ml/N22879410A/p?o=a32b49543299e4aa,Woody,100ml,,45.0,EDP
Niya Royal Amber Tester,"vanilla, oakmoss, dry amber",Unisex,"patchouli, sandalwood, ylang",https://www.noon.com/uae-en/royal-amber-tester-2ml/N45308880A/p?o=b2d3efe1ed1d6e4c,Spicy,2ml,,5.0,EDP
Niya Summer Lily,"mauk sandalwood, patchouli, vanilla",Women,"muguet, ylang, jasmine",https://www.noon.com/uae-en/summer-lily-edp-100ml/N26667251A/p?o=b3bec5dae58b8c3a,,100ml,,45.0,EDP
Niya Vetiver Spice,"vetyver, oakmoss",Unisex,"nutmeg, lavender, patchouli",https://www.noon.com/uae-en/vetiver-spice-edp-100ml/N26667248A/p?o=e9ba81a79032241f,,100ml,,45.0,EDP
Niya White Peony,"oakmoss, amber, praline, vanilla",Women,"violet, peony, rose",https://www.noon.com/uae-en/white-peony-edp-100ml/N26667250A/p?o=e5addd8bfbeca38f,,100ml,,45.0,EDP
Noran Perfumes Kador Private,amber,Unisex,jasmine,https://www.noon.com/uae-en/kador-1929-private-edp-100ml/N39769442A/p?o=bfa3964a1ebb572d,Floral,100ml,orange,166.0,EDP
Noran Perfumes Royal Essence Kador Perfect,musk,Men,vetiver,https://www.noon.com/uae-en/royal-essence-kador-1929-perfect-edp-100ml/N39769421A/p?o=f8dfe27053c4b20d,Woody,100ml,sandalwood,222.5,EDP
Nuxe Prodigieux Le,"vanilla, coconut milk, pebbles",Unisex,"rose, magnolia, gardenia",https://www.noon.com/uae-en/prodigieux-le-parfum-1-6ounce/N14057301A/p?o=e72a523dfe5acc7a,Fruity,1.6ounce,,312.5,Parfum
ODEUR PARIS Espoir,"amber, oak moss, woody accord",Unisex,"lavender, sage, saffron",https://www.noon.com/uae-en/espoir-edp-100ml/N47723178A/p?o=c5d63145fd1d70de,Citrus,100ml,,38.6,EDP
OUD ELITE Abeer,"cashmere wood, patchouli, vanilla, musk",Women,"roses, tonka beans, peach, orange blossom",https://www.noon.com/uae-en/abeer-edp-2-9ounce/N34983461A/p?o=e7a93eabf55fbcdc,,2.9ounce,"aromatic peak, blackcurrant, bergamot flower, pineapple",98.0,EDP
OUD ELITE C-Style,patchouli flower,Men,bergamot flower,https://www.noon.com/uae-en/c-style-edp-100ml/N34983468A/p?o=ca1874e0598f647e,,100ml,musk,85.0,EDP
OUD ELITE C-Style Gold,sandalwood,Women,patchouli flower,https://www.noon.com/uae-en/c-style-gold-edp-100ml/N34983469A/p?o=ce84277609a7dfba,,100ml,vanilla flower,85.0,EDP
OUD ELITE Couture Gold,vanilla patchouli flower,Women,orange fruit,https://www.noon.com/uae-en/couture-gold-edp-100ml/N34983465A/p?o=cdb26c2619ebdf7b,,100ml,"roses, wild berries, bergamot, jasmine",175.0,EDP
OUD ELITE Couture Silver,"amber, authentic musk",Men,"patchouli flower, sandalwood",https://www.noon.com/uae-en/couture-silver-edp-100ml/N34983466A/p?o=df354f6c77726d7c,,100ml,"rose, bergamot, saffron",172.0,EDP
OUD ELITE Elite Knight,"wood, musk, amber, cedar wood",Men,"alelang, strength alskalaman, lily",https://www.noon.com/uae-en/elite-knight-edp-100ml/N34983462A/p?o=ee7b9524bde1f42e,,100ml,"bergamot, jasmine",165.0,EDP
OUD ELITE Hams,sandalwood,Unisex,toffee,https://www.noon.com/uae-en/hams-edp-100ml/N34983464A/p?o=b02a9d6ab78ddefe,,100ml,"vanilla, amber",180.0,EDP
OUD ELITE Hams Turquoise,cashmere flower,Women,"roses, jasmine",https://www.noon.com/uae-en/hams-turquoise-edp-100ml/N34983463A/p?o=f9b7191878fd477b,,100ml,"orange blossoms, pears, pineapples",185.0,EDP
OUD ELITE Laialy,patchouli flower,Women,indian spices,https://www.noon.com/uae-en/laialy-edp-100ml/N34983470A/p?o=aeb7ce43523df32a,,100ml,iranian saffron,177.0,EDP
OUD ELITE Mashaeir Silver,,Unisex,orange flower,https://www.noon.com/uae-en/mashaeir-silver-edp-100ml/N34983458A/p?o=ea7755b2d3746a5a,,100ml,geranium flower,179.0,EDP
OUD ELITE Sharqi,"amber, vanilla",Unisex,"oud oil, rose , cedarwood",https://www.noon.com/uae-en/sharqi-edp-100ml/N34983459A/p?o=c2cf979cf45586de,,100ml,"lavender, white musk seeds",420.0,EDP
Onyrico Unguentum,"opoponax, bourbon vanilla, musk, amber, cedar wood",Unisex,"honey, wine, saffron, tobacco",https://www.noon.com/uae-en/unguentum-edp-100ml/N27531742A/p?o=b21074dae51e5dce,,100ml,"mandarin, artemisia, tea, calamo, cinnamon",945.0,EDP
Ormonde Janye Champaca,"myrrh, green tea, musk",Unisex,"champaca absolute, freesia absolute, basmati notes",https://www.noon.com/uae-en/champaca-edp-120ml/N41192910A/p?o=c62fc22bea1e2d4d,Floral,120ml,,699.95,EDP
Ormonde Janye Isfarkand,"incense, benzoin, amber, woody notes etc",Unisex,"jasmine, rose, patchouli, orris root",https://www.noon.com/uae-en/isfarkand-edp-120ml/N41192911A/p?o=ce029b8521d8413c,Floral,120ml,,700.0,EDP
Ormonde Jayne Ambre Royal,"cedar wood, ambroxan, tonka, patchouli, musk",Unisex,"jasmine absolute, osmanthus, rose oil, amber, orris butter, orchid oil",https://www.noon.com/uae-en/ambre-royal-edp-120ml/N38430144A/p?o=ec3e449e65ead27f,Oriental,120ml,"green notes, orange absolute, bergamot",569.95,EDP
Ormonde Jayne Ambre Royal,"cedar, ambroxan, tonka bean, patchouli, musk",Unisex,"jasmine absolute, osmanthus, rose, amber, orris butter, orchid",https://www.noon.com/uae-en/ambre-royal-eau-de-parfum-120ml/N42845502A/p?o=eff790623301728a,Floral,120ml,,615.0,EDP
Ormonde Jayne London Montabaco,"tobacco leaf, iso e, suede, sandalwood, moss, tonka, ambergris",Unisex,"magnolia, hedione, rose, violet, tea notes",https://www.noon.com/uae-en/montabaco-edp-120ml/N13560016A/p?o=a018c8e77103d82d,Arabian,120ml,"air note, orange absolute, bergamot, juniper, clary sage, cardamom",969.95,EDP
Ormonde Jayne London Montabaco Intensivo,"tobacco leaf, iso e, suede, sandalwood, moss, tonka, ambergris",Unisex,"magnolia, hedione, rose, violet, tea notes",https://www.noon.com/uae-en/montabaco-intensivo-edp-50ml/N13560017A/p?o=c347cd12cae5ec0e,Oriental,50ml,"air note, orange absolute, bergamot, juniper, clary sage, cardamom",679.9,EDP
Ormonde Jayne London Ta'if,"broom, amber",Unisex,"rose oil, freesia, orange flower, jasmine",https://www.noon.com/uae-en/ta-if-edp-120ml/N13560024A/p?o=e9c9b3c68ba38ddd,Arabian,120ml,"pink pepper, saffron, dates",579.95,EDP
Ormonde Jayne Montabaco Intensivo,"tobacco leaf, iso e, suede, sandalwood, moss, tonka, ambergris",Unisex,"magnolia, hedione, rose, violet, tea notes",https://www.noon.com/uae-en/montabaco-intensivo-edp-120ml/N38430142A/p?o=c45f8ac07748c9dd,Oriental,120ml,"orange absolute, bergamot, juniper, clary sage, cardamom",1299.0,EDP
Ormonde Jayne Montabaco Intensivo,"tobacco leaf, iso e, suede, sandalwood, moss, tonka, ambergris",Unisex,"magnolia, hedione, rose, violet, tea notes",https://www.noon.com/uae-en/montabaco-intensivo-edp-50ml/N38430141A/p?o=fe16ab592704f92b,Oriental,50ml,"orange absolute, bergamot, juniper, clary sage, cardamom",750.25,EDP
Ormonde Jayne Montabaco,"tobacco leaf, iso e, suede, sandalwood, moss, tonka, ambergris",Unisex,"magnolia, hedione, rose, violet, tea notes",https://www.noon.com/uae-en/montabaco-parfum-120ml/N38706456A/p?o=dcbf0a211ba425cc,,120ml,"air note, orange absolute, bergamot, juniper, clary sage, cardamom",1055.0,Parfum
Ormonde Jayne Nawab Of Oudh,"ambergris, musk, vetiver, labdanum, oudh",Unisex,"rose, magnolia, orchid, pimento, bay, cinnamon, hedione",https://www.noon.com/uae-en/nawab-of-oudh-edp-120ml/N38430140A/p?o=b448b7c6662c5a2a,Oriental,120ml,"green notes, bergamot, orange, cardamom, aldehyde",1059.0,EDP
Ormonde Jayne Nawab Of Oudh,"ambergris, musk, vetiver, labdanum, oudh",Unisex,"rose, magnolia, orchid, pimento, bay, cinnamon, hedione",https://www.noon.com/uae-en/nawab-of-oudh-edp-parfum-120ml/N38706504A/p?o=fbabf4df5f26b75a,Oriental,120ml,,1150.0,EDP
Ormonde Jayne Ormonde,"vetiver, cedar, sandalwood, musk",Men,"oudh, black hemlock",https://www.noon.com/uae-en/ormonde-edp-120ml/N38706458A/p?o=e773bedbc9429d7c,Oriental,120ml,,890.55,EDP
Ormonde Jayne Ormonde Jayne Ormonde Man,"vetiver, cedar, sandalwood, musk",Men,"agarwood (oud), black hemlock or tsuga",https://www.noon.com/uae-en/ormonde-jayne-ormonde-man-edp-120ml/N26481800A/p?o=f9ffaa0f70f35eda,Woody,120ml,"bergamot, pink pepper, cardamom, coriander, juniper berries",552.6,EDP
Ormonde Jayne Ormonde Jayne Ormonde Woman,"vetiver, cedar wood, amber, sandalwood",Women,"black hemlock, violet, jasmine absolute",https://www.noon.com/uae-en/ormonde-jayne-ormonde-woman-edp-120ml/N26481801A/p?o=e800e50bf1fa123e,Woody,120ml,"cardamom, coriander, grass oil",515.8,EDP
Ormonde Jayne Osmanthus,"cedarwood, labdanum resin, musk, vetiver",Unisex,"osmanthus absolute, water lily, sambac (indian jasmine)",https://www.noon.com/uae-en/osmanthus-edp-120ml/N38706512A/p?o=a93abdca0df0dc6d,Oriental,120ml,,667.0,EDP
Ormonde Jayne Osmanthus,"cedarwood, labdanum resin, musk, vetiver",Unisex,"osmanthus absolute, water lily, sambac",https://www.noon.com/uae-en/osmanthus-edp-50ml/N38706542A/p?o=b28d7418bec13a4a,Oriental,50ml,,484.65,EDP
Ormonde Jayne Osmanthus Elixir Perfume,"cedarwood, labdanum resin, musk, vetiver",Unisex,"osmanthus absolute, water lily, sambac",https://www.noon.com/uae-en/osmanthus-elixir-perfume-50ml/N38706469A/p?o=a85956fe5afb9a7d,Oriental,50ml,"pomello, davana, pimento",1073.05,EDP
